,geographic_name,site_type,longitude,latitude,geometry,date_mod,geo_database,google_maps,open_street_maps,aerial_photograph,cartographic_sheet,dictionary
1312,el porvenir,,-75.46718654768632,3.952089475095781,POINT Z (-75.46718654768632 3.952089475095781 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1313,la primavera,,-75.4700593128995,3.9519858341208693,POINT Z (-75.47005931289949 3.951985834120869 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1314,la esperanza,,-75.47235673743299,3.9490768754446672,POINT Z (-75.47235673743299 3.949076875444667 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1315,bella vista,,-75.47405838847007,3.9468408453600032,POINT Z (-75.47405838847007 3.946840845360003 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1316,la arabia,,-75.4689142537125,3.953667574979702,POINT Z (-75.4689142537125 3.953667574979702 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1317,el porvenir,,-75.45135870087492,3.9487511238214896,POINT Z (-75.45135870087492 3.94875112382149 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1318,buenos aires,,-75.45122358967522,3.950352124439832,POINT Z (-75.45122358967522 3.950352124439832 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1319,genil del codoral,,-75.45643869634526,3.9506596564191523,POINT Z (-75.45643869634526 3.950659656419152 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1320,el prado,,-75.45879295898641,3.94638700525587,POINT Z (-75.45879295898641 3.94638700525587 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,True
1321,la angostura,,-75.44643986160494,3.949114996370271,POINT Z (-75.44643986160494 3.949114996370271 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1322,el vergel,,-75.45628447485745,3.9525966521671436,POINT Z (-75.45628447485745 3.952596652167144 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1323,genil,,-75.45541790451252,3.95214355526722,POINT Z (-75.45541790451252 3.95214355526722 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1324,las palmas,,-75.44871679242199,3.957628954879562,POINT Z (-75.44871679242199 3.957628954879562 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1325,santa rita,,-75.45243382747584,3.9563579675284153,POINT Z (-75.45243382747584 3.956357967528415 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1326,el corazón,,-75.45601726082799,3.9536357350040676,POINT Z (-75.45601726082799 3.953635735004068 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1327,la congoja,,-75.4341128924638,3.943783945462123,POINT Z (-75.4341128924638 3.943783945462123 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1328,altamira (bonanza),,-75.439698592227,3.954150247930425,POINT Z (-75.439698592227 3.954150247930425 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1329,palestina,,-75.55700002896154,3.9281905398648216,POINT Z (-75.55700002896154 3.928190539864822 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1330,el porvenir,,-75.54295179580663,3.9376987467220688,POINT Z (-75.54295179580663 3.937698746722069 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1331,la gualera,,-75.51353863191395,3.9384823167041865,POINT Z (-75.51353863191395 3.938482316704186 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1332,el carmín,,-75.5058277079216,3.940550841319153,POINT Z (-75.5058277079216 3.940550841319153 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1333,maracaibo,,-75.50557057829077,3.9421497924155955,POINT Z (-75.50557057829077 3.942149792415595 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1334,corinto,,-75.49606733184663,3.940844873977452,POINT Z (-75.49606733184663 3.940844873977452 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1335,buena vista,,-75.49913520253864,3.9302698655227815,POINT Z (-75.49913520253864 3.930269865522781 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1336,el mirador,,-75.49377177425302,3.9394532636402246,POINT Z (-75.49377177425302 3.939453263640225 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1337,buenos aires,,-75.49417567458563,3.938196598546258,POINT Z (-75.49417567458563 3.938196598546258 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1338,la esperanza,,-75.49288897064682,3.936029375609359,POINT Z (-75.49288897064682 3.936029375609359 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1339,la laguna,Laguna,-75.49147402344994,3.934857363374705,POINT Z (-75.49147402344994 3.934857363374705 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1340,holanda,,-75.4838159956761,3.9394701875927063,POINT Z (-75.4838159956761 3.939470187592706 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1341,san rafael,,-75.4853897113056,3.938472523134273,POINT Z (-75.4853897113056 3.938472523134273 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1342,buenos aires,,-75.48202293797034,3.935574781291482,POINT Z (-75.48202293797034 3.935574781291482 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1343,la joya ó bolivia,,-75.48980450207657,3.9368175723318517,POINT Z (-75.48980450207657 3.936817572331852 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1344,zanja honda,Zanja,-75.48161461707707,3.934205307117192,POINT Z (-75.48161461707707 3.934205307117192 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1345,el alto,,-75.48664787617517,3.9333322837946394,POINT Z (-75.48664787617517 3.933332283794639 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1346,las margaritas,,-75.48087894093514,3.9313194157682605,POINT Z (-75.48087894093514 3.93131941576826 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1347,el espejo,,-75.48870677455237,3.9311267490961272,POINT Z (-75.48870677455237 3.931126749096127 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1348,el maizal,,-75.4892927632033,3.9319087034476192,POINT Z (-75.4892927632033 3.931908703447619 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1349,la siberia,,-75.48994256610557,3.9320054681458125,POINT Z (-75.48994256610557 3.932005468145813 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1350,el retiro,,-75.49304639551895,3.9330767440605436,POINT Z (-75.49304639551895 3.933076744060544 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1351,la floresta,,-75.4919972739645,3.9273206019415956,POINT Z (-75.4919972739645 3.927320601941596 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1352,las brisas,,-75.48368267222796,3.9277587818416717,POINT Z (-75.48368267222796 3.927758781841672 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1353,los mangos,,-75.49507162592533,3.9339205797699024,POINT Z (-75.49507162592533 3.933920579769902 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1354,el triunfo,,-75.49721907241832,3.9360700171447793,POINT Z (-75.49721907241832 3.936070017144779 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1355,la reforma,,-75.49604121838134,3.929441453225908,POINT Z (-75.49604121838134 3.929441453225908 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1356,el descanso,,-75.49573410269697,3.930306479135292,POINT Z (-75.49573410269697 3.930306479135292 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1357,el porvenir,,-75.47454571472394,3.9350364176630412,POINT Z (-75.47454571472394 3.935036417663041 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1358,la primavera,,-75.47609923784445,3.9413952964267316,POINT Z (-75.47609923784445 3.941395296426732 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1359,sabaneta,,-75.47741562017126,3.9418987333975735,POINT Z (-75.47741562017126 3.941898733397573 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1360,santa librada,,-75.4799360938366,3.9437376743847365,POINT Z (-75.4799360938366 3.943737674384737 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1361,el diamante,,-75.47219838515079,3.9396239031200833,POINT Z (-75.47219838515079 3.939623903120083 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1362,la manzana,,-75.47214895530792,3.9391998869686016,POINT Z (-75.47214895530792 3.939199886968602 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1363,el mirador de calarma,,-75.452902135547,3.909867158814513,POINT Z (-75.45290213554701 3.909867158814513 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1364,jazmines,,-75.46313356681686,3.9118780311631345,POINT Z (-75.46313356681686 3.911878031163134 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1365,el mirador,,-75.46266403336925,3.91275963552188,POINT Z (-75.46266403336925 3.91275963552188 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1366,el mango,,-75.4633151635323,3.9136720069933073,POINT Z (-75.4633151635323 3.913672006993307 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1367,guamal,,-75.46087356467304,3.91033216839165,POINT Z (-75.46087356467304 3.91033216839165 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1368,el suazo,,-75.46602148788641,3.9100952744782247,POINT Z (-75.46602148788641 3.910095274478225 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1369,el paraíso,,-75.4659140063503,3.9138634325522506,POINT Z (-75.4659140063503 3.913863432552251 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1370,santa isabel,,-75.46585065501398,3.9148422337999556,POINT Z (-75.46585065501398 3.914842233799956 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1371,betania,,-75.46011645545605,3.914117719859999,POINT Z (-75.46011645545605 3.914117719859999 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1372,oriente,,-75.45932496457695,3.9167452034194166,POINT Z (-75.45932496457695 3.916745203419417 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,True
1373,santa lucia,,-75.45985085519578,3.910611156896684,POINT Z (-75.45985085519578 3.910611156896684 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1374,las brisas,,-75.4582055763249,3.917497390919624,POINT Z (-75.4582055763249 3.917497390919624 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1375,la cumbre,,-75.45444351080272,3.921059549193484,POINT Z (-75.45444351080272 3.921059549193484 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1376,irlanda,,-75.46069527842397,3.9204456757065307,POINT Z (-75.46069527842397 3.920445675706531 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1377,los guamos,,-75.45813475652626,3.9238264267974885,POINT Z (-75.45813475652626 3.923826426797488 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1378,patio bonito,,-75.46031257731276,3.9247525800074965,POINT Z (-75.46031257731276 3.924752580007496 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1379,pensil las violetas,,-75.47115460585326,3.937015807950108,POINT Z (-75.47115460585326 3.937015807950108 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1380,la arabia,,-75.47001826666246,3.937343944842538,POINT Z (-75.47001826666246 3.937343944842538 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1381,la florida,,-75.46810695536225,3.9404463460928905,POINT Z (-75.46810695536225 3.94044634609289 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1382,el vergel,,-75.49787690530331,3.9131801963970547,POINT Z (-75.49787690530331 3.913180196397055 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1383,los naranjos,,-75.50852570426835,3.90773232104268,POINT Z (-75.50852570426835 3.90773232104268 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1384,buena vista,,-75.53571812639665,3.923990301105824,POINT Z (-75.53571812639665 3.923990301105824 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1385,santana,,-75.52147551012347,3.908550255084551,POINT Z (-75.52147551012347 3.908550255084551 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,True
1386,el jazmín,,-75.54550850335728,3.9162605348352573,POINT Z (-75.54550850335728 3.916260534835257 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1387,la palmera,,-75.5543744236769,3.9038147245408856,POINT Z (-75.5543744236769 3.903814724540886 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1388,peña lisa,,-75.55179598307582,3.9073045815451053,POINT Z (-75.55179598307582 3.907304581545105 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1389,el rubí,,-75.54505457645882,3.8934779860539903,POINT Z (-75.54505457645882 3.89347798605399 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1390,la aldea,,-75.47130745379054,3.9410281928052373,POINT Z (-75.47130745379054 3.941028192805237 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1391,la esperanza,,-75.47441804112185,3.936390488604114,POINT Z (-75.47441804112185 3.936390488604114 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1392,el retorno,,-75.46890447386927,3.9273286960340794,POINT Z (-75.46890447386927 3.927328696034079 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1393,monserrate,,-75.47215317995551,3.927633181373607,POINT Z (-75.47215317995551 3.927633181373607 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1394,la tigrera,,-75.47269013480152,3.9282358087519786,POINT Z (-75.47269013480152 3.928235808751979 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1395,el cairo,,-75.46763867541196,3.9279343385434347,POINT Z (-75.46763867541196 3.927934338543435 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1396,el guamal,,-75.47062617932815,3.928013384692957,POINT Z (-75.47062617932815 3.928013384692957 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1397,la esperanza,,-75.46408911488142,3.9323117668994274,POINT Z (-75.46408911488142 3.932311766899427 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1398,barranquilla,,-75.47344429916305,3.9324918566008082,POINT Z (-75.47344429916305 3.932491856600808 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1399,vuelta del grillo,,-75.47387960442144,3.9305663643418316,POINT Z (-75.47387960442144 3.930566364341832 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1400,el crédito,,-75.47745490874928,3.931930523090938,POINT Z (-75.47745490874928 3.931930523090938 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1401,el trilladero,,-75.48004880718898,3.929136889483705,POINT Z (-75.48004880718898 3.929136889483705 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1402,hacienda las mesetas,Hacienda,-75.46111851107406,3.9376117484111863,POINT Z (-75.46111851107406 3.937611748411186 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1403,el recinto,,-75.45729092635696,3.940864133033763,POINT Z (-75.45729092635696 3.940864133033763 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1404,altamira,,-75.4553291082769,3.9429226615036836,POINT Z (-75.4553291082769 3.942922661503684 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1405,la estrella,,-75.45676308784593,3.926054029823019,POINT Z (-75.45676308784593 3.926054029823019 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1406,altagracia,,-75.4565523020791,3.926266431226548,POINT Z (-75.4565523020791 3.926266431226548 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,True
1407,la concepción,,-75.4576240490853,3.9261667863360383,POINT Z (-75.4576240490853 3.926166786336038 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1408,el diviso,,-75.45500811963386,3.9254860256130146,POINT Z (-75.45500811963386 3.925486025613015 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1409,la bodega,,-75.46342710746538,3.922480091825366,POINT Z (-75.46342710746538 3.922480091825366 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1410,la maravilla,,-75.46472487393982,3.9215644841584627,POINT Z (-75.46472487393982 3.921564484158463 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1411,llano grande,,-75.47837526254233,3.923752859779802,POINT Z (-75.47837526254233 3.923752859779802 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1412,buenos aires,,-75.47783524352454,3.9220274277647094,POINT Z (-75.47783524352454 3.922027427764709 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1413,el jardín,,-75.48102092081221,3.9238832791324056,POINT Z (-75.48102092081221 3.923883279132406 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1414,la granja,,-75.47022741000352,3.914503138509115,POINT Z (-75.47022741000352 3.914503138509115 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1415,junín,,-75.46663767537736,3.909168221519402,POINT Z (-75.46663767537736 3.909168221519402 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1416,la victoria,,-75.46776670281947,3.9097957444453977,POINT Z (-75.46776670281947 3.909795744445398 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1417,el bosque,,-75.46701179646901,3.9118260894967816,POINT Z (-75.46701179646901 3.911826089496782 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1418,el coronillo,,-75.46707565338475,3.9141846965920073,POINT Z (-75.46707565338475 3.914184696592007 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1419,las brisas,,-75.49310514956711,3.9183852637440455,POINT Z (-75.49310514956711 3.918385263744045 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1420,los naranjos,,-75.48933005531066,3.920046060041702,POINT Z (-75.48933005531066 3.920046060041702 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1421,el porvenir,,-75.48792825159998,3.9169194517154695,POINT Z (-75.48792825159998 3.91691945171547 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1422,pomarrosa,,-75.49099047673657,3.917237960988039,POINT Z (-75.49099047673657 3.917237960988039 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1423,la argentina,,-75.4848922874001,3.9216000668722275,POINT Z (-75.4848922874001 3.921600066872228 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1424,san juan,,-75.55093598433677,3.8978061841852822,POINT Z (-75.55093598433677 3.897806184185282 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,True
1425,los higuillos,,-75.53820736207038,3.9049860266626264,POINT Z (-75.53820736207038 3.904986026662626 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1426,los laureles,,-75.53518757227438,3.901933902004345,POINT Z (-75.53518757227438 3.901933902004345 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1427,balcones,,-75.5297616820117,3.9003552575124467,POINT Z (-75.5297616820117 3.900355257512447 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1428,la unión,,-75.51955464774922,3.902658508401273,POINT Z (-75.51955464774922 3.902658508401273 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1429,buenos aires,,-75.51818014752182,3.902527296976377,POINT Z (-75.51818014752182 3.902527296976377 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1430,la fonda,,-75.52075502733601,3.8960073248817175,POINT Z (-75.52075502733601 3.896007324881718 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1431,santa rita,,-75.52149147871333,3.8918139251481705,POINT Z (-75.52149147871333 3.89181392514817 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1432,el placer,,-75.52274336200064,3.892159884392993,POINT Z (-75.52274336200064 3.892159884392993 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1433,el mirador,,-75.53065924226668,3.8895044056089,POINT Z (-75.53065924226668 3.8895044056089 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1434,la esperanza,,-75.5317837550299,3.8903632818360596,POINT Z (-75.53178375502991 3.89036328183606 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1435,ventarrones,,-75.53320046912462,3.889277384536107,POINT Z (-75.53320046912462 3.889277384536107 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1436,las violetas,,-75.53448610084052,3.8893048416517075,POINT Z (-75.53448610084052 3.889304841651708 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1437,los naranjos,,-75.53490431498115,3.891901413303985,POINT Z (-75.53490431498115 3.891901413303985 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1438,san francisco,,-75.53833183900066,3.894349282598715,POINT Z (-75.53833183900066 3.894349282598715 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1439,patio bonito,,-75.53933346445358,3.892492332812561,POINT Z (-75.53933346445358 3.892492332812561 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1440,mirasol,,-75.51278442348273,3.900971437652121,POINT Z (-75.51278442348273 3.900971437652121 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1441,el descanso,,-75.50115484609073,3.90102095222671,POINT Z (-75.50115484609073 3.90102095222671 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1442,el brasil,,-75.5009863690952,3.9062752728979184,POINT Z (-75.5009863690952 3.906275272897918 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1443,la alcancía,,-75.49987222486202,3.9028041587775606,POINT Z (-75.49987222486202 3.902804158777561 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1444,agua dulce,,-75.50466555908524,3.897304511334531,POINT Z (-75.50466555908524 3.897304511334531 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1445,la florencita,,-75.49849552249337,3.901366827826563,POINT Z (-75.49849552249337 3.901366827826563 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1446,san rafael,,-75.50856154701823,3.8942404530434116,POINT Z (-75.50856154701823 3.894240453043412 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1447,florián,,-75.5037813581071,3.8987456782580447,POINT Z (-75.5037813581071 3.898745678258045 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1448,el bosque,,-75.50334772126116,3.8957186687549608,POINT Z (-75.50334772126116 3.895718668754961 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1449,tres esquinas,,-75.50071994096345,3.897237002991202,POINT Z (-75.50071994096345 3.897237002991202 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1450,el caimo,,-75.49992237357185,3.8974758258987916,POINT Z (-75.49992237357185 3.897475825898792 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1451,el arrayán,,-75.51357846543178,3.889942600094414,POINT Z (-75.51357846543178 3.889942600094414 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1452,el pleito,,-75.5119152025704,3.8938043181513,POINT Z (-75.51191520257041 3.8938043181513 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1453,los naranjos,,-75.51416087921848,3.8935481688194105,POINT Z (-75.51416087921848 3.89354816881941 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1454,la piragua,,-75.49139608432976,3.9048777329875284,POINT Z (-75.49139608432976 3.904877732987528 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1455,ceilán,,-75.49664327878065,3.9050743656585727,POINT Z (-75.49664327878065 3.905074365658573 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1456,la camelia,,-75.49736282150832,3.8983941626885548,POINT Z (-75.49736282150832 3.898394162688555 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1457,la floresta,,-75.48211188637788,3.8954326225531513,POINT Z (-75.48211188637788 3.895432622553151 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1458,gualanday,,-75.49132889012017,3.8952801468584815,POINT Z (-75.49132889012017 3.895280146858481 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1459,el vesubio,,-75.49111626775455,3.896317829512294,POINT Z (-75.49111626775455 3.896317829512294 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1460,la diamantina,,-75.47210486859004,3.897587658389928,POINT Z (-75.47210486859004 3.897587658389928 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1461,cañales,,-75.46941276027584,3.9011221165067096,POINT Z (-75.46941276027584 3.90112211650671 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1462,el pomarroso,,-75.46958561497463,3.8998182246215536,POINT Z (-75.46958561497463 3.899818224621554 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1463,la falda,,-75.46665531645385,3.9004089736966314,POINT Z (-75.46665531645385 3.900408973696631 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1464,el diviso,,-75.46355032346224,3.9011904181007018,POINT Z (-75.46355032346224 3.901190418100702 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1465,el cedro,,-75.46892710364828,3.8895662380836153,POINT Z (-75.46892710364828 3.889566238083615 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1466,limoncitos,,-75.46616397235299,3.8942579341898322,POINT Z (-75.46616397235299 3.894257934189832 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1467,el progreso,,-75.46669245438464,3.8963809135182585,POINT Z (-75.46669245438464 3.896380913518259 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1468,el cajón,,-75.46749429761617,3.8962331135887034,POINT Z (-75.46749429761617 3.896233113588703 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,True
1469,altaflor,,-75.47122605936465,3.8952748550603578,POINT Z (-75.47122605936465 3.895274855060358 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1470,el retiro,,-75.47099120939933,3.8943524679783357,POINT Z (-75.47099120939933 3.894352467978336 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1471,el mirador,,-75.47104119579865,3.892233417938105,POINT Z (-75.47104119579865 3.892233417938105 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1472,la palma,,-75.46206021636883,3.906203872256324,POINT Z (-75.46206021636883 3.906203872256324 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1473,mata de guadua,,-75.4614501891885,3.9038321582056295,POINT Z (-75.4614501891885 3.903832158205629 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1474,el pesebre,,-75.46314357819675,3.9034078887081116,POINT Z (-75.46314357819675 3.903407888708112 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1475,el mirador,,-75.45855985666805,3.904133519035436,POINT Z (-75.45855985666805 3.904133519035436 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1476,alto de la cruz,,-75.4622251686367,3.9025352466731515,POINT Z (-75.46222516863671 3.902535246673152 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1477,san miguel,,-75.46224861023533,3.8978678120939274,POINT Z (-75.46224861023533 3.897867812093927 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1478,el cedrito,,-75.4635324837515,3.8941349005076282,POINT Z (-75.46353248375149 3.894134900507628 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1479,el jordán,,-75.44266014769434,3.890688892326242,POINT Z (-75.44266014769434 3.890688892326242 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1480,bélgica,,-75.44324205967257,3.8766954726814262,POINT Z (-75.44324205967257 3.876695472681426 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1481,oriente no. 3,,-75.46500811892278,3.8841119668311515,POINT Z (-75.46500811892278 3.884111966831151 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
1482,el jazmín,,-75.47758939187877,3.881054215259616,POINT Z (-75.47758939187877 3.881054215259616 0),2015-04-28T00:00:00+00:00,True,False,False,False,False,False
